snr_db,theory_upper_bound,simulated_ber
0.0,0.41323518029275785,0.2867543697357178
4.0,0.20296414656088096,0.14486593008041382
8.0,0.06263639386420797,0.04690593481063843
12.0,0.01226653612643137,0.007836874574422836
16.0,0.0005954956081528518,0.00023624999448657036
20.0,6.891986895073545e-07,3.12499992105586e-07
24.0,8.171801296363579e-14,0.0
28.0,1.0903958214743286e-30,0.0
